epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
123,808.86,0.31948,0.57954,0.23027,0.94092,0,0.99953,1,0.995,0.96814,0.99953,1,0.995,0.93705,0.28577,0.5729,0.22744,0.57778,0,0.0003896,0.0003896,0.0003896
124,815.779,0.31459,0.57435,0.23071,0.93324,0,0.99953,1,0.995,0.9661,0.99953,1,0.995,0.95453,0.30055,0.46506,0.211,0.58004,0,0.0003764,0.0003764,0.0003764
125,822.635,0.30781,0.53049,0.22323,0.93497,0,0.99953,1,0.995,0.96425,0.99953,1,0.995,0.95698,0.28196,0.43048,0.21434,0.58414,0,0.0003632,0.0003632,0.0003632
126,829.358,0.30676,0.55513,0.22357,0.93821,0,0.9995,1,0.995,0.96716,0.9995,1,0.995,0.95692,0.29743,0.44475,0.23883,0.59604,0,0.00035,0.00035,0.00035
127,836.479,0.31164,0.56758,0.22468,0.9342,0,0.99936,1,0.995,0.96163,0.99936,1,0.995,0.94859,0.30518,0.47498,0.21665,0.58765,0,0.0003368,0.0003368,0.0003368
128,843.457,0.30829,0.57996,0.23401,0.93447,0,0.9995,1,0.995,0.96483,0.9995,1,0.995,0.94844,0.27769,0.48076,0.19153,0.56335,0,0.0003236,0.0003236,0.0003236
129,850.681,0.30446,0.55629,0.22321,0.93561,0,0.99952,1,0.995,0.9641,0.99952,1,0.995,0.93789,0.28318,0.46921,0.20393,0.57603,0,0.0003104,0.0003104,0.0003104
130,857.546,0.30416,0.54086,0.22626,0.93563,0,0.99954,1,0.995,0.9604,0.99954,1,0.995,0.94649,0.28981,0.48621,0.20005,0.58604,0,0.0002972,0.0002972,0.0002972
131,864.187,0.303,0.53605,0.22514,0.93325,0,0.99949,1,0.995,0.96091,0.99949,1,0.995,0.94289,0.29184,0.49924,0.19434,0.57977,0,0.000284,0.000284,0.000284
132,870.356,0.30149,0.50583,0.21257,0.92437,0,0.99947,1,0.995,0.96472,0.99947,1,0.995,0.9434,0.30252,0.52993,0.22306,0.59213,0,0.0002708,0.0002708,0.0002708
133,876.541,0.29301,0.53557,0.22228,0.91478,0,0.99944,1,0.995,0.96722,0.99944,1,0.995,0.94985,0.32417,0.52248,0.2289,0.60784,0,0.0002576,0.0002576,0.0002576
134,882.747,0.28857,0.50503,0.21341,0.93109,0,0.99945,1,0.995,0.96993,0.99945,1,0.995,0.94749,0.30259,0.51604,0.20285,0.58061,0,0.0002444,0.0002444,0.0002444
135,889.042,0.29115,0.51758,0.21049,0.92007,0,0.99939,1,0.995,0.95982,0.99939,1,0.995,0.94603,0.3513,0.504,0.22821,0.60506,0,0.0002312,0.0002312,0.0002312
136,895.22,0.30303,0.52441,0.21977,0.9305,0,0.9995,1,0.995,0.9526,0.9995,1,0.995,0.94268,0.32556,0.4774,0.24483,0.60361,0,0.000218,0.000218,0.000218
137,901.367,0.29473,0.52344,0.21601,0.92483,0,0.99944,1,0.995,0.95795,0.99944,1,0.995,0.9406,0.32662,0.51456,0.2221,0.60359,0,0.0002048,0.0002048,0.0002048
138,907.529,0.28931,0.508,0.21086,0.91584,0,0.99945,1,0.995,0.96123,0.99945,1,0.995,0.94257,0.31899,0.50247,0.21419,0.60168,0,0.0001916,0.0001916,0.0001916
139,913.67,0.29199,0.54116,0.21854,0.93785,0,0.99946,1,0.995,0.96233,0.99946,1,0.995,0.94429,0.32336,0.50761,0.24311,0.60509,0,0.0001784,0.0001784,0.0001784
140,919.904,0.28715,0.50556,0.21017,0.91372,0,0.99945,1,0.995,0.95688,0.99945,1,0.995,0.94207,0.30837,0.49036,0.26572,0.59702,0,0.0001652,0.0001652,0.0001652
141,956.543,0.19859,0.40203,0.22588,0.91237,0,0.9994,1,0.995,0.96793,0.9994,1,0.995,0.94884,0.29197,0.50913,0.26254,0.57603,0,0.000152,0.000152,0.000152
142,962.21,0.18178,0.33577,0.16171,0.89507,0,0.99946,1,0.995,0.96071,0.99946,1,0.995,0.95043,0.28986,0.48063,0.21052,0.56152,0,0.0001388,0.0001388,0.0001388
143,967.846,0.18811,0.34227,0.15608,0.89278,0,0.99955,1,0.995,0.9639,0.99955,1,0.995,0.95017,0.29358,0.48304,0.20887,0.56527,0,0.0001256,0.0001256,0.0001256
144,973.516,0.17309,0.31036,0.14903,0.89457,0,0.99953,1,0.995,0.9659,0.99953,1,0.995,0.95136,0.30226,0.46948,0.20884,0.58229,0,0.0001124,0.0001124,0.0001124
145,979.143,0.17649,0.31837,0.15135,0.89891,0,0.99956,1,0.995,0.96967,0.99956,1,0.995,0.94659,0.27458,0.48371,0.19641,0.5554,0,9.92e-05,9.92e-05,9.92e-05
146,984.791,0.1743,0.30057,0.14313,0.88186,0,0.99956,1,0.995,0.96041,0.99956,1,0.995,0.94575,0.29123,0.49399,0.20276,0.56411,0,8.6e-05,8.6e-05,8.6e-05
147,990.424,0.17327,0.30385,0.14162,0.87757,0,0.99957,1,0.995,0.97053,0.99957,1,0.995,0.94424,0.28698,0.49514,0.20829,0.55859,0,7.28e-05,7.28e-05,7.28e-05
148,996.058,0.16899,0.30335,0.13624,0.8918,0,0.99957,1,0.995,0.97526,0.99957,1,0.995,0.95106,0.27432,0.48549,0.19515,0.555,0,5.96e-05,5.96e-05,5.96e-05
149,1001.79,0.16587,0.30215,0.13973,0.89058,0,0.99958,1,0.995,0.97067,0.99958,1,0.995,0.9526,0.27568,0.48085,0.19096,0.54539,0,4.64e-05,4.64e-05,4.64e-05
150,1007.38,0.16587,0.3118,0.13849,0.88214,0,0.99957,1,0.995,0.96609,0.99957,1,0.995,0.95417,0.28295,0.47665,0.19232,0.55192,0,3.32e-05,3.32e-05,3.32e-05
