epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
118,2243.33,0.45944,0.6451,0.22465,0.00788,0.3025,0.99117,0.99237,0.99469,0.88327,0.99117,0.99237,0.99469,0.93978,0.52668,0.46411,0.18628,0.02078,0,0.00123596,0.00123596,0.00123596
119,2261.9,0.45707,0.65693,0.21228,0.00799,0.28519,0.99186,1,0.995,0.88839,0.99186,1,0.995,0.94126,0.50745,0.45683,0.1643,0.02032,0,0.00117072,0.00117072,0.00117072
120,2280.66,0.42432,0.64645,0.20804,0.00732,0.29816,0.99212,0.96092,0.99356,0.92443,0.99212,0.96092,0.99356,0.93928,0.40612,0.44896,0.16199,0.01634,0,0.00110718,0.00110718,0.00110718
121,2299.41,0.4591,0.66076,0.2216,0.00768,0.28563,0.98586,0.99237,0.99469,0.90248,0.98586,0.99237,0.99469,0.93641,0.4257,0.47679,0.14624,0.01603,0,0.00104537,0.00104537,0.00104537
122,2318.02,0.47436,0.63411,0.22111,0.008,0.29249,0.9984,0.99237,0.995,0.90071,0.9984,0.99237,0.995,0.93389,0.44671,0.45544,0.14872,0.01815,0,0.000985311,0.000985311,0.000985311
123,2336.68,0.46712,0.66568,0.23433,0.00826,0.32418,0.9924,0.99679,0.99432,0.89531,0.9924,0.99679,0.99432,0.9389,0.44714,0.46195,0.15025,0.01737,0,0.00092704,0.00092704,0.00092704
124,2355.42,0.46565,0.63808,0.24061,0.00806,0.28581,1,0.99919,0.995,0.92364,1,0.99919,0.995,0.94228,0.40224,0.45275,0.12927,0.01583,0,0.000870577,0.000870577,0.000870577
125,4182.18,0.43449,0.63886,0.2224,0.00754,0.29322,0.99238,0.99431,0.99477,0.89586,0.99238,0.99431,0.99477,0.93576,0.47057,0.46915,0.16007,0.01876,0,0.000815947,0.000815947,0.000815947
126,4201.1,0.44636,0.6179,0.24233,0.00752,0.29128,0.99675,1,0.995,0.90302,0.99675,1,0.995,0.94036,0.44361,0.46584,0.14068,0.01763,0,0.000763174,0.000763174,0.000763174
127,4219.62,0.43681,0.61769,0.22836,0.00761,0.29509,0.98366,1,0.99492,0.90093,0.98366,1,0.99492,0.939,0.449,0.46272,0.15028,0.01751,0,0.000712282,0.000712282,0.000712282
128,4238.16,0.43498,0.63902,0.22335,0.00768,0.29177,1,0.99919,0.995,0.92068,1,0.99919,0.995,0.94527,0.40673,0.46139,0.12947,0.01616,0,0.000663292,0.000663292,0.000663292
129,4256.64,0.43988,0.63791,0.21732,0.00756,0.28652,1,0.99981,0.995,0.9148,1,0.99981,0.995,0.94705,0.41679,0.45326,0.1298,0.01616,0,0.000616227,0.000616227,0.000616227
130,4275.17,0.43603,0.6037,0.21406,0.00741,0.27189,0.98435,1,0.99492,0.89869,0.98435,1,0.99492,0.9447,0.44651,0.45062,0.14518,0.01758,0,0.000571106,0.000571106,0.000571106
131,4293.68,0.43301,0.61093,0.21348,0.00725,0.29704,0.99192,1,0.995,0.90194,0.99192,1,0.995,0.94335,0.44935,0.4544,0.14558,0.01751,0,0.00052795,0.00052795,0.00052795
132,4312.26,0.44798,0.68454,0.24693,0.00738,0.29835,0.99824,1,0.995,0.93011,0.99824,1,0.995,0.94327,0.36933,0.45751,0.1279,0.01507,0,0.000486777,0.000486777,0.000486777
133,4330.84,0.42546,0.60977,0.21256,0.00741,0.28176,1,0.99903,0.995,0.90906,1,0.99903,0.995,0.94064,0.42162,0.45252,0.13109,0.01702,0,0.000447606,0.000447606,0.000447606
134,4349.34,0.4357,0.62692,0.22074,0.00746,0.28512,1,0.99188,0.995,0.89541,1,0.99188,0.995,0.94125,0.45429,0.45077,0.14644,0.01758,0,0.000410454,0.000410454,0.000410454
135,4367.84,0.41733,0.6308,0.22106,0.00728,0.30158,0.99421,1,0.995,0.91432,0.99421,1,0.995,0.94151,0.4211,0.45169,0.13471,0.01683,0,0.000375337,0.000375337,0.000375337
136,4386.53,0.45233,0.62907,0.21562,0.00755,0.27748,1,0.99122,0.995,0.90677,1,0.99122,0.995,0.93459,0.43986,0.46076,0.1415,0.01749,0,0.00034227,0.00034227,0.00034227
137,4405.02,0.41941,0.62124,0.21235,0.00715,0.29366,0.99091,1,0.99485,0.89368,0.99091,1,0.99485,0.93434,0.47306,0.46106,0.15252,0.01881,0,0.000311268,0.000311268,0.000311268
138,4423.56,0.42151,0.61255,0.22972,0.00721,0.27993,0.99838,0.99237,0.995,0.9145,0.99838,0.99237,0.995,0.93702,0.41234,0.45341,0.13411,0.0165,0,0.000282345,0.000282345,0.000282345
