epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
120,2052.75,0.44084,0.64105,0.21314,0.00757,0.29828,0.98461,0.97682,0.99425,0.95163,0.98461,0.97682,0.99425,0.94336,0.33166,0.44249,0.16828,0.0129,0,0.00110718,0.00110718,0.00110718
121,2070.06,0.46428,0.66501,0.2349,0.00792,0.28511,0.99242,0.9997,0.9947,0.89373,0.99242,0.9997,0.9947,0.93496,0.4507,0.44548,0.18862,0.01711,0,0.00104537,0.00104537,0.00104537
122,2090.73,0.45576,0.63829,0.21922,0.00771,0.29314,0.99235,0.99063,0.99469,0.91471,0.99235,0.99063,0.99469,0.94064,0.41217,0.45127,0.18328,0.01607,0,0.000985311,0.000985311,0.000985311
123,2109.91,0.45758,0.67005,0.24004,0.00811,0.32168,0.97693,0.96995,0.99243,0.91338,0.97693,0.96995,0.99243,0.93502,0.40517,0.48043,0.22545,0.01578,0,0.00092704,0.00092704,0.00092704
124,2128.72,0.46197,0.66177,0.23221,0.00801,0.28567,0.96874,0.99237,0.99355,0.9281,0.96874,0.99237,0.99355,0.93662,0.3799,0.4659,0.22514,0.01373,0,0.000870577,0.000870577,0.000870577
125,2147.6,0.43962,0.6441,0.21738,0.00758,0.28673,0.96265,0.98381,0.99317,0.91436,0.96265,0.98381,0.99317,0.92835,0.40815,0.46756,0.23576,0.01551,0,0.000815947,0.000815947,0.000815947
126,2166.57,0.45568,0.62008,0.239,0.00773,0.28344,0.97726,0.98425,0.99316,0.94514,0.97726,0.98425,0.99316,0.94118,0.35474,0.46632,0.19564,0.01326,0,0.000763174,0.000763174,0.000763174
127,2185.57,0.45128,0.62578,0.23882,0.00787,0.29384,0.99234,0.98895,0.99485,0.9468,0.99234,0.98895,0.99485,0.9398,0.33932,0.47894,0.17441,0.01271,0,0.000712282,0.000712282,0.000712282
128,2204.62,0.44471,0.65225,0.22631,0.00786,0.28825,0.99216,0.96618,0.99316,0.90902,0.99216,0.96618,0.99316,0.93649,0.39025,0.48654,0.18506,0.01437,0,0.000663292,0.000663292,0.000663292
129,2223.68,0.44749,0.63497,0.22396,0.00769,0.28119,0.96962,0.97464,0.99332,0.94133,0.96962,0.97464,0.99332,0.93024,0.34021,0.47862,0.20219,0.01296,0,0.000616227,0.000616227,0.000616227
130,2242.67,0.44251,0.61269,0.22019,0.00755,0.2702,0.97735,0.98815,0.99369,0.93241,0.97735,0.98815,0.99369,0.93618,0.36383,0.4744,0.21232,0.0139,0,0.000571106,0.000571106,0.000571106
131,2261.76,0.44137,0.6184,0.21957,0.00761,0.29078,1,0.98426,0.99485,0.91563,1,0.98426,0.99485,0.93602,0.42232,0.47803,0.17715,0.01585,0,0.00052795,0.00052795,0.00052795
132,2280.85,0.44569,0.67825,0.24049,0.00744,0.29347,0.99222,0.97345,0.99426,0.94504,0.99222,0.97345,0.99426,0.93836,0.35416,0.4728,0.14802,0.01391,0,0.000486777,0.000486777,0.000486777
133,2300.32,0.42168,0.60498,0.20452,0.00745,0.27937,0.99701,0.98473,0.99492,0.90386,0.99701,0.98473,0.99492,0.94604,0.43713,0.46719,0.16671,0.01685,0,0.000447606,0.000447606,0.000447606
134,2319.45,0.43372,0.64809,0.2193,0.00752,0.28119,0.98875,0.98473,0.99469,0.93861,0.98875,0.98473,0.99469,0.94585,0.36141,0.46891,0.17365,0.01381,0,0.000410454,0.000410454,0.000410454
135,2338.55,0.42128,0.64385,0.21759,0.00737,0.3011,0.99177,0.99237,0.99477,0.94945,0.99177,0.99237,0.99477,0.94437,0.32787,0.46937,0.16443,0.01259,0,0.000375337,0.000375337,0.000375337
136,2358.2,0.44647,0.62231,0.22079,0.00751,0.27532,0.9796,0.99237,0.99447,0.92637,0.9796,0.99237,0.99447,0.93935,0.39222,0.46968,0.19359,0.01468,0,0.00034227,0.00034227,0.00034227
137,2378.76,0.42563,0.63108,0.21967,0.00719,0.2988,0.98274,0.99237,0.99462,0.94715,0.98274,0.99237,0.99462,0.93848,0.35414,0.47008,0.18439,0.0136,0,0.000311268,0.000311268,0.000311268
138,2399.47,0.42609,0.63766,0.22591,0.00725,0.28056,0.98194,0.9771,0.99384,0.95013,0.98194,0.9771,0.99384,0.93656,0.33332,0.4678,0.17389,0.01255,0,0.000282345,0.000282345,0.000282345
139,2419.93,0.42309,0.64991,0.22684,0.00731,0.29342,0.97727,0.98456,0.99363,0.9493,0.97727,0.98456,0.99363,0.9403,0.34625,0.45759,0.17292,0.01286,0,0.000255513,0.000255513,0.000255513
140,2439.35,0.42081,0.6509,0.22186,0.00716,0.28655,0.97702,0.97371,0.99302,0.93314,0.97702,0.97371,0.99302,0.94096,0.37906,0.45687,0.19659,0.01449,0,0.000230784,0.000230784,0.000230784
141,2454.88,0.30172,0.5144,0.48958,0.00893,0.77989,0.99101,0.98473,0.99448,0.93478,0.99101,0.98473,0.99448,0.93396,0.37356,0.52667,0.16376,0.01435,0,0.000208169,0.000208169,0.000208169
142,2469.77,0.30052,0.47112,0.19718,0.00869,0.24887,0.98421,0.96947,0.99366,0.93546,0.98421,0.96947,0.99366,0.92504,0.36768,0.58568,0.17322,0.01404,0,0.000187678,0.000187678,0.000187678
143,2484.71,0.30187,0.45007,0.13514,0.00875,0.19029,0.99211,0.95956,0.99335,0.95193,0.99211,0.95956,0.99335,0.92764,0.30466,0.5828,0.16324,0.01122,0,0.00016932,0.00016932,0.00016932
144,2499.83,0.29317,0.45761,0.12969,0.00845,0.19199,0.98378,0.99237,0.99469,0.94378,0.98378,0.99237,0.99469,0.93135,0.3459,0.55917,0.13316,0.0131,0,0.000153102,0.000153102,0.000153102
145,2514.88,0.29427,0.4205,0.11593,0.00834,0.1791,0.9923,0.98317,0.99448,0.94556,0.9923,0.98317,0.99448,0.93284,0.33467,0.54333,0.12997,0.01244,0,0.000139032,0.000139032,0.000139032
146,2529.97,0.27969,0.41385,0.11023,0.00812,0.17386,0.99136,0.98473,0.9947,0.94809,0.99136,0.98473,0.9947,0.93257,0.32994,0.53053,0.12117,0.01221,0,0.000127117,0.000127117,0.000127117
147,2544.88,0.27658,0.42301,0.10903,0.00785,0.17538,0.99236,0.99123,0.99492,0.94812,0.99236,0.99123,0.99492,0.93491,0.34172,0.52111,0.11932,0.01266,0,0.00011736,0.00011736,0.00011736
148,2559.81,0.27607,0.40412,0.11055,0.00793,0.17242,0.99235,0.98979,0.99485,0.95475,0.99235,0.98979,0.99485,0.93669,0.33875,0.51643,0.12093,0.01276,0,0.000109768,0.000109768,0.000109768
149,2574.74,0.28268,0.41277,0.11443,0.00808,0.18142,0.99235,0.99026,0.99485,0.95337,0.99235,0.99026,0.99485,0.93392,0.31762,0.51473,0.11706,0.01191,0,0.000104342,0.000104342,0.000104342
150,2589.72,0.27195,0.42551,0.10529,0.00778,0.1792,0.97755,1,0.99462,0.95516,0.97755,1,0.99462,0.93385,0.31584,0.50856,0.11582,0.01179,0,0.000101086,0.000101086,0.000101086
